"","country","iso3c","WHO_region","income_g","year","pop","pop_name"
"27503","Bahamas","BHS","AMRO","High income",2048,3230.63590010193,"HWF"
"27504","Bahrain","BHR","EMRO","High income",2048,8389.7632932339,"HWF"
"27505","Bangladesh","BGD","SEARO","Lower middle income",2048,218418.990129038,"HWF"
"27506","Barbados","BRB","AMRO","High income",2048,2339.69165728776,"HWF"
"27507","Belarus","BLR","EURO","Upper middle income",2048,124047.465092427,"HWF"
"27508","Belgium","BEL","EURO","High income",2048,357609.489710705,"HWF"
"27509","Belize","BLZ","AMRO","Upper middle income",2048,2088.66376482978,"HWF"
"27510","Benin","BEN","AFRO","Lower middle income",2048,8633.45693275474,"HWF"
"27511","Bhutan","BTN","SEARO","Lower middle income",2048,2424.46492944942,"HWF"
"27512","Bolivia","BOL","AMRO","Lower middle income",2048,41833.4700885022,"HWF"
"27513","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2048,23320.7221898241,"HWF"
"27514","Botswana","BWA","AFRO","Upper middle income",2048,14544.6326610768,"HWF"
"27515","Brazil","BRA","AMRO","Upper middle income",2048,1940978.894661,"HWF"
"27516","Brunei Darussalam","BRN","WPRO","High income",2048,6901.58895824982,"HWF"
"27517","Bulgaria","BGR","EURO","Upper middle income",2048,51907.2501055965,"HWF"
"27518","Burkina Faso","BFA","AFRO","Low income",2048,43929.8193049913,"HWF"
"27519","Burundi","BDI","AFRO","Low income",2048,20402.6369005549,"HWF"
"27520","Cambodia","KHM","WPRO","Lower middle income",2048,29527.764485638,"HWF"
"27521","Cameroon","CMR","AFRO","Lower middle income",2048,16640.8705550342,"HWF"
"27522","Canada","CAN","AMRO","High income",2048,729366.169840259,"HWF"
"27523","Cape Verde","CPV","AFRO","Lower middle income",2048,843.733471428927,"HWF"
"27524","Central African Republic","CAF","AFRO","Low income",2048,4563.31738619365,"HWF"
"27525","Chad","TCD","AFRO","Low income",2048,9537.80593748964,"HWF"
"27526","Chile","CHL","AMRO","High income",2048,223265.494178794,"HWF"
"27527","China","CHN","WPRO","Upper middle income",2048,7593179.45852658,"HWF"
"27528","Colombia","COL","AMRO","Upper middle income",2048,337120.807429993,"HWF"
"27529","Comoros","COM","AFRO","Lower middle income",2048,2120.34155893556,"HWF"
"27530","Congo","COG","AFRO","Lower middle income",2048,9929.66318412832,"HWF"
"27531","Costa Rica","CRI","AMRO","Upper middle income",2048,38154.2002376185,"HWF"
"27532","Côte d'Ivoire","CIV","AFRO","Lower middle income",2048,47173.5988287435,"HWF"
"27533","Croatia","HRV","EURO","High income",2048,55724.4763661986,"HWF"
"27534","Cuba","CUB","AMRO","Upper middle income",2048,178611.991653914,"HWF"
"27535","Cyprus","CYP","EURO","High income",2048,18705.5887747985,"HWF"
"27536","Czech Republic","CZE","EURO","High income",2048,178783.701824965,"HWF"
"27537","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2048,223723.30970624,"HWF"
"27538","Democratic Republic of the Congo","COD","AFRO","Low income",2048,283000.592760468,"HWF"
"27539","Denmark","DNK","EURO","High income",2048,100301.302031903,"HWF"
"27540","Djibouti","DJI","EMRO","Lower middle income",2048,1535.09995975591,"HWF"
"27541","Dominica","DMA","AMRO","Upper middle income",2048,541.875007840152,"HWF"
"27542","Dominican Republic","DOM","AMRO","Upper middle income",2048,53187.5184249605,"HWF"
"27543","Ecuador","ECU","AMRO","Upper middle income",2048,98389.9473644863,"HWF"
"27544","Egypt","EGY","EMRO","Lower middle income",2048,232682.695310468,"HWF"
"27545","El Salvador","SLV","AMRO","Upper middle income",2048,45863.013104533,"HWF"
"27546","Equatorial Guinea","GNQ","AFRO","Upper middle income",2048,1861.37065172995,"HWF"
"27547","Eritrea","ERI","AFRO","Low income",2048,9892.10040476198,"HWF"
"27548","Estonia","EST","EURO","High income",2048,21106.4931004766,"HWF"
"27549","Eswatini","SWZ","AFRO","Lower middle income",2048,6971.38994690806,"HWF"
"27550","Ethiopia","ETH","AFRO","Low income",2048,234268.759966922,"HWF"
"27551","Fiji","FJI","WPRO","Upper middle income",2048,3536.35568058616,"HWF"
"27552","Finland","FIN","EURO","High income",2048,159599.357635361,"HWF"
"27553","France","FRA","EURO","High income",2048,1234545.21166419,"HWF"
"27554","Gabon","GAB","AFRO","Upper middle income",2048,12035.5003080369,"HWF"
"27555","Gambia","GMB","AFRO","Low income",2048,4494.5546020399,"HWF"
"27556","Georgia","GEO","EURO","Upper middle income",2048,44223.3758457122,"HWF"
"27557","Germany","DEU","EURO","High income",2048,1488633.61735414,"HWF"
"27558","Ghana","GHA","AFRO","Lower middle income",2048,188471.381231988,"HWF"
"27559","Greece","GRC","EURO","High income",2048,113180.365267376,"HWF"
"27560","Grenada","GRD","AMRO","Upper middle income",2048,961.437305925286,"HWF"
"27561","Guatemala","GTM","AMRO","Upper middle income",2048,109752.651232473,"HWF"
"27562","Guinea","GIN","AFRO","Lower middle income",2048,17860.872006677,"HWF"
"27563","Guinea-Bissau","GNB","AFRO","Low income",2048,4556.20406442704,"HWF"
"27564","Guyana","GUY","AMRO","High income",2048,4770.24346941692,"HWF"
"27565","Haiti","HTI","AMRO","Lower middle income",2048,9088.72397202741,"HWF"
"27566","Honduras","HND","AMRO","Lower middle income",2048,17142.5548254264,"HWF"
"27567","Hungary","HUN","EURO","High income",2048,144949.198641,"HWF"
"27568","Iceland","ISL","EURO","High income",2048,9333.96383772178,"HWF"
"27569","India","IND","SEARO","Lower middle income",2048,3946664.64834013,"HWF"
"27570","Indonesia","IDN","SEARO","Upper middle income",2048,828969.384092333,"HWF"
"27571","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2048,331163.813912494,"HWF"
"27572","Iraq","IRQ","EMRO","Upper middle income",2048,273205.6240947,"HWF"
"27573","Ireland","IRL","EURO","High income",2048,126611.653088021,"HWF"
"27574","Israel","ISR","EURO","High income",2048,201528.886165948,"HWF"
"27575","Italy","ITA","EURO","High income",2048,901839.162656688,"HWF"
"27576","Jamaica","JAM","AMRO","Upper middle income",2048,4120.82360271623,"HWF"
"27577","Japan","JPN","WPRO","High income",2048,2071614.2074133,"HWF"
"27578","Jordan","JOR","EMRO","Lower middle income",2048,112945.519098602,"HWF"
"27579","Kazakhstan","KAZ","EURO","Upper middle income",2048,310848.729066773,"HWF"
"27580","Kenya","KEN","AFRO","Lower middle income",2048,75962.2712342325,"HWF"
"27581","Kiribati","KIR","WPRO","Lower middle income",2048,830.95873906919,"HWF"
"27582","Korea, Republic of","KOR","WPRO","High income",2048,744681.930428834,"HWF"
"27583","Kuwait","KWT","EMRO","High income",2048,55013.7267013745,"HWF"
"27584","Kyrgyzstan","KGZ","EURO","Lower middle income",2048,74642.3332544002,"HWF"
"27585","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2048,12034.711377163,"HWF"
"27586","Latvia","LVA","EURO","High income",2048,15443.8696866763,"HWF"
"27587","Lebanon","LBN","EMRO","Lower middle income",2048,43581.85400891,"HWF"
"27588","Lesotho","LSO","AFRO","Lower middle income",2048,10207.2871807485,"HWF"
"27589","Liberia","LBR","AFRO","Low income",2048,19680.4217289305,"HWF"
"27590","Libya","LBY","EMRO","Upper middle income",2048,91739.9882967513,"HWF"
"27591","Lithuania","LTU","EURO","High income",2048,42293.326213356,"HWF"
"27592","Luxembourg","LUX","EURO","High income",2048,13614.1375114839,"HWF"
"27593","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2048,10416.2403382578,"HWF"
"27594","Madagascar","MDG","AFRO","Low income",2048,26561.4139923325,"HWF"
"27595","Malawi","MWI","AFRO","Low income",2048,32250.634475493,"HWF"
"27596","Malaysia","MYS","WPRO","Upper middle income",2048,252129.193191203,"HWF"
"27597","Maldives","MDV","SEARO","Upper middle income",2048,3717.39994880056,"HWF"
"27598","Mali","MLI","AFRO","Low income",2048,20772.280383243,"HWF"
"27599","Malta","MLT","EURO","High income",2048,12651.7510647216,"HWF"
"27600","Mauritania","MRT","AFRO","Lower middle income",2048,9295.40636009664,"HWF"
"27601","Mauritius","MUS","AFRO","Upper middle income",2048,6578.00090637795,"HWF"
"27602","Mexico","MEX","AMRO","Upper middle income",2048,708510.992579252,"HWF"
"27603","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2048,424.926784975871,"HWF"
"27604","Moldova, Republic of","MDA","EURO","Upper middle income",2048,26765.829436998,"HWF"
"27605","Mongolia","MNG","WPRO","Lower middle income",2048,38227.2402374434,"HWF"
"27606","Montenegro","MNE","EURO","Upper middle income",2048,3827.93528852123,"HWF"
"27607","Morocco","MAR","EMRO","Lower middle income",2048,53508.763787552,"HWF"
"27608","Mozambique","MOZ","AFRO","Low income",2048,67518.5180107966,"HWF"
"27609","Myanmar","MMR","SEARO","Lower middle income",2048,73030.0471633429,"HWF"
"27610","Namibia","NAM","AFRO","Upper middle income",2048,15348.1862449385,"HWF"
"27611","Nepal","NPL","SEARO","Lower middle income",2048,137379.05510178,"HWF"
"27612","Netherlands","NLD","EURO","High income",2048,313132.894443439,"HWF"
"27613","New Zealand","NZL","WPRO","High income",2048,98447.5689284503,"HWF"
"27614","Nicaragua","NIC","AMRO","Lower middle income",2048,10666.2503323842,"HWF"
"27615","Niger","NER","AFRO","Low income",2048,12185.9026096892,"HWF"
"27616","Nigeria","NGA","AFRO","Lower middle income",2048,593555.879970928,"HWF"
"27617","Norway","NOR","EURO","High income",2048,153455.58717524,"HWF"
"27618","Oman","OMN","EMRO","High income",2048,60246.8014395117,"HWF"
"27619","Pakistan","PAK","EMRO","Lower middle income",2048,638169.552393749,"HWF"
"27620","Panama","PAN","AMRO","High income",2048,32606.0216590357,"HWF"
"27621","Papua New Guinea","PNG","SEARO","Lower middle income",2048,9723.09114012723,"HWF"
"27622","Paraguay","PRY","AMRO","Upper middle income",2048,121643.468466518,"HWF"
"27623","Peru","PER","AMRO","Upper middle income",2048,205301.372348288,"HWF"
"27624","Philippines","PHL","WPRO","Lower middle income",2048,767088.499047599,"HWF"
"27625","Poland","POL","EURO","High income",2048,560725.597474256,"HWF"
"27626","Portugal","PRT","EURO","High income",2048,183071.64849753,"HWF"
"27627","Qatar","QAT","EMRO","High income",2048,64960.9193230611,"HWF"
"27628","Romania","ROU","EURO","High income",2048,263171.353287542,"HWF"
"27629","Russian Federation","RUS","EURO","Upper middle income",2048,1459798.66320579,"HWF"
"27630","Rwanda","RWA","AFRO","Low income",2048,24598.9904282487,"HWF"
"27631","Saint Lucia","LCA","AMRO","Upper middle income",2048,682.913304977428,"HWF"
"27632","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2048,861.644140719995,"HWF"
"27633","Samoa","WSM","WPRO","Lower middle income",2048,824.428103319503,"HWF"
"27634","Sao Tome And Principe","STP","AFRO","Lower middle income",2048,898.24880620521,"HWF"
"27635","Saudi Arabia","SAU","EMRO","High income",2048,714169.253774486,"HWF"
"27636","Senegal","SEN","AFRO","Lower middle income",2048,13499.3246064076,"HWF"
"27637","Serbia","SRB","EURO","Upper middle income",2048,72872.6453395927,"HWF"
"27638","Seychelles","SYC","AFRO","High income",2048,2112.82771675202,"HWF"
"27639","Sierra Leone","SLE","AFRO","Low income",2048,4472.38865239281,"HWF"
"27640","Singapore","SGP","WPRO","High income",2048,82947.5675305581,"HWF"
"27641","Slovakia","SVK","EURO","High income",2048,86773.8880475578,"HWF"
"27642","Slovenia","SVN","EURO","High income",2048,32244.1657257362,"HWF"
"27643","Solomon Islands","SLB","WPRO","Lower middle income",2048,3302.94274454164,"HWF"
"27644","Somalia","SOM","EMRO","Low income",2048,7563.86171409295,"HWF"
"27645","South Africa","ZAF","AFRO","Upper middle income",2048,329188.980135773,"HWF"
"27646","South Sudan","SSD","AFRO","Low income",2048,16793.1135701776,"HWF"
"27647","Spain","ESP","EURO","High income",2048,783014.107093769,"HWF"
"27648","Sri Lanka","LKA","SEARO","Lower middle income",2048,96262.232394381,"HWF"
"27649","Sudan","SDN","EMRO","Low income",2048,152808.687539631,"HWF"
"27650","Suriname","SUR","AMRO","Upper middle income",2048,2223.55472784563,"HWF"
"27651","Sweden","SWE","EURO","High income",2048,360775.58917106,"HWF"
"27652","Switzerland","CHE","EURO","High income",2048,230445.8978088,"HWF"
"27653","Syrian Arab Republic","SYR","EMRO","Low income",2048,154400.161508267,"HWF"
"27654","Tajikistan","TJK","EURO","Lower middle income",2048,88005.1003433631,"HWF"
"27655","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2048,79900.0345910835,"HWF"
"27656","Thailand","THA","SEARO","Upper middle income",2048,269837.738839207,"HWF"
"27657","Timor-Leste","TLS","SEARO","Lower middle income",2048,2964.05889412097,"HWF"
"27658","Togo","TGO","AFRO","Low income",2048,6858.32768143148,"HWF"
"27659","Tonga","TON","WPRO","Upper middle income",2048,386.469675872701,"HWF"
"27660","Trinidad and Tobago","TTO","AMRO","High income",2048,12555.246193572,"HWF"
"27661","Tunisia","TUN","EMRO","Lower middle income",2048,55679.6597371817,"HWF"
"27662","Turkey","TUR","EURO","Upper middle income",2048,526511.899767527,"HWF"
"27663","Turkmenistan","TKM","EURO","Upper middle income",2048,44543.3208744315,"HWF"
"27664","Uganda","UGA","AFRO","Low income",2048,154861.464803808,"HWF"
"27665","Ukraine","UKR","EURO","Lower middle income",2048,345846.719203188,"HWF"
"27666","United Arab Emirates","ARE","EMRO","High income",2048,252876.008525185,"HWF"
"27667","United Kingdom","GBR","EURO","High income",2048,1237412.77543575,"HWF"
"27668","United States of America","USA","AMRO","High income",2048,6898842.05808898,"HWF"
"27669","Uruguay","URY","AMRO","High income",2048,65518.8355178509,"HWF"
"27670","Uzbekistan","UZB","EURO","Lower middle income",2048,636658.903804502,"HWF"
"27671","Vanuatu","VUT","WPRO","Lower middle income",2048,614.933664751396,"HWF"
"27672","Venezuela","VEN","AMRO","Upper middle income",2048,156158.723233334,"HWF"
"27673","Viet Nam","VNM","WPRO","Lower middle income",2048,149036.007247321,"HWF"
"27674","Yemen","YEM","EMRO","Low income",2048,91318.969994671,"HWF"
"27675","Zambia","ZMB","AFRO","Lower middle income",2048,43857.6477903551,"HWF"
"27676","Zimbabwe","ZWE","AFRO","Lower middle income",2048,41954.1492885365,"HWF"
"27677","Andorra","AND","EURO","High income",2048,809.972504808698,"HWF"
"27678","Antigua And Barbuda","ATG","AMRO","High income",2048,1662.17620154489,"HWF"
"27679","Cook Islands","COK","WPRO","High income",2048,131.526250667918,"HWF"
"27680","Marshall Islands","MHL","WPRO","Upper middle income",2048,99.60981149689,"HWF"
"27681","Monaco","MCO","EURO","High income",2048,1157.6239641628,"HWF"
"27682","Nauru","NRU","WPRO","High income",2048,191.906437721375,"HWF"
"27683","Palau","PLW","WPRO","High income",2048,203.249699326918,"HWF"
"27684","Saint Kitts and Nevis","KNA","AMRO","High income",2048,419.639023554883,"HWF"
"27685","San Marino","SMR","EURO","High income",2048,658.853991020512,"HWF"
"27686","Tuvalu","TUV","WPRO","Upper middle income",2048,45.0637977881564,"HWF"
"27687","Afghanistan","AFG","EMRO","Low income",2049,98461.8371464552,"HWF"
"27688","Albania","ALB","EURO","Upper middle income",2049,22776.3459748683,"HWF"
"27689","Algeria","DZA","AFRO","Lower middle income",2049,192940.454110282,"HWF"
"27690","Angola","AGO","AFRO","Lower middle income",2049,55351.0563689838,"HWF"
"27691","Argentina","ARG","AMRO","Upper middle income",2049,411126.498099709,"HWF"
"27692","Armenia","ARM","EURO","Upper middle income",2049,21165.026216164,"HWF"
"27693","Australia","AUS","WPRO","High income",2049,673113.838182546,"HWF"
"27694","Austria","AUT","EURO","High income",2049,159666.197475603,"HWF"
"27695","Azerbaijan","AZE","EURO","Upper middle income",2049,111151.409930034,"HWF"
"27696","Bahamas","BHS","AMRO","High income",2049,3231.9387233297,"HWF"
"27697","Bahrain","BHR","EMRO","High income",2049,8464.04789578964,"HWF"
"27698","Bangladesh","BGD","SEARO","Lower middle income",2049,220439.5732732,"HWF"
"27699","Barbados","BRB","AMRO","High income",2049,2328.12227241083,"HWF"
"27700","Belarus","BLR","EURO","Upper middle income",2049,123024.368586159,"HWF"
"27701","Belgium","BEL","EURO","High income",2049,357399.472866256,"HWF"
"27702","Belize","BLZ","AMRO","Upper middle income",2049,2099.78122020158,"HWF"
"27703","Benin","BEN","AFRO","Lower middle income",2049,8779.6519955153,"HWF"
"27704","Bhutan","BTN","SEARO","Lower middle income",2049,2431.06784583018,"HWF"
"27705","Bolivia","BOL","AMRO","Lower middle income",2049,42129.7458414063,"HWF"
"27706","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2049,23110.3943826965,"HWF"
"27707","Botswana","BWA","AFRO","Upper middle income",2049,14675.0923770169,"HWF"
"27708","Brazil","BRA","AMRO","Upper middle income",2049,1938528.51475541,"HWF"
"27709","Brunei Darussalam","BRN","WPRO","High income",2049,6993.1875957705,"HWF"
"27710","Bulgaria","BGR","EURO","Upper middle income",2049,51048.462883399,"HWF"
"27711","Burkina Faso","BFA","AFRO","Low income",2049,44524.7582586599,"HWF"
"27712","Burundi","BDI","AFRO","Low income",2049,20736.232790733,"HWF"
"27713","Cambodia","KHM","WPRO","Lower middle income",2049,29789.7872983788,"HWF"
"27714","Cameroon","CMR","AFRO","Lower middle income",2049,16945.043545128,"HWF"
"27715","Canada","CAN","AMRO","High income",2049,731882.442798531,"HWF"
"27716","Cape Verde","CPV","AFRO","Lower middle income",2049,844.388710871401,"HWF"
"27717","Central African Republic","CAF","AFRO","Low income",2049,4660.68908147444,"HWF"
"27718","Chad","TCD","AFRO","Low income",2049,9739.69410018459,"HWF"
"27719","Chile","CHL","AMRO","High income",2049,222836.067279887,"HWF"
"27720","China","CHN","WPRO","Upper middle income",2049,7545583.4395699,"HWF"
"27721","Colombia","COL","AMRO","Upper middle income",2049,337655.273597288,"HWF"
"27722","Comoros","COM","AFRO","Lower middle income",2049,2154.86179993353,"HWF"
"27723","Congo","COG","AFRO","Lower middle income",2049,10111.2301399302,"HWF"
"27724","Costa Rica","CRI","AMRO","Upper middle income",2049,38122.8034839717,"HWF"
"27725","Côte d'Ivoire","CIV","AFRO","Lower middle income",2049,48293.1512701669,"HWF"
"27726","Croatia","HRV","EURO","High income",2049,55287.4392036487,"HWF"
"27727","Cuba","CUB","AMRO","Upper middle income",2049,177172.018615117,"HWF"
"27728","Cyprus","CYP","EURO","High income",2049,18725.2746427437,"HWF"
"27729","Czech Republic","CZE","EURO","High income",2049,178281.207153816,"HWF"
"27730","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2049,222981.018402985,"HWF"
"27731","Democratic Republic of the Congo","COD","AFRO","Low income",2049,289439.640452463,"HWF"
"27732","Denmark","DNK","EURO","High income",2049,100269.678526212,"HWF"
"27733","Djibouti","DJI","EMRO","Lower middle income",2049,1545.86790185465,"HWF"
"27734","Dominica","DMA","AMRO","Upper middle income",2049,541.251940945785,"HWF"
"27735","Dominican Republic","DOM","AMRO","Upper middle income",2049,53582.7797583385,"HWF"
"27736","Ecuador","ECU","AMRO","Upper middle income",2049,98873.8387427376,"HWF"
"27737","Egypt","EGY","EMRO","Lower middle income",2049,234928.117385394,"HWF"
"27738","El Salvador","SLV","AMRO","Upper middle income",2049,45893.8075119229,"HWF"
"27739","Equatorial Guinea","GNQ","AFRO","Upper middle income",2049,1889.78436722448,"HWF"
"27740","Eritrea","ERI","AFRO","Low income",2049,10038.7471394215,"HWF"
"27741","Estonia","EST","EURO","High income",2049,20994.7295136137,"HWF"
"27742","Eswatini","SWZ","AFRO","Lower middle income",2049,7007.61047514201,"HWF"
"27743","Ethiopia","ETH","AFRO","Low income",2049,238259.485245564,"HWF"
"27744","Fiji","FJI","WPRO","Upper middle income",2049,3548.44264588826,"HWF"
"27745","Finland","FIN","EURO","High income",2049,159200.183004088,"HWF"
"27746","France","FRA","EURO","High income",2049,1234566.25339095,"HWF"
"27747","Gabon","GAB","AFRO","Upper middle income",2049,12244.647307473,"HWF"
"27748","Gambia","GMB","AFRO","Low income",2049,4554.15131393427,"HWF"
"27749","Georgia","GEO","EURO","Upper middle income",2049,44124.6844386965,"HWF"
"27750","Germany","DEU","EURO","High income",2049,1483867.19356116,"HWF"
"27751","Ghana","GHA","AFRO","Lower middle income",2049,190899.54713125,"HWF"
"27752","Greece","GRC","EURO","High income",2049,112549.325210633,"HWF"
"27753","Grenada","GRD","AMRO","Upper middle income",2049,959.405406839334,"HWF"
"27754","Guatemala","GTM","AMRO","Upper middle income",2049,111020.624245606,"HWF"
"27755","Guinea","GIN","AFRO","Lower middle income",2049,18108.8040220922,"HWF"
"27756","Guinea-Bissau","GNB","AFRO","Low income",2049,4620.00545686236,"HWF"
"27757","Guyana","GUY","AMRO","High income",2049,4784.75473727229,"HWF"
"27758","Haiti","HTI","AMRO","Lower middle income",2049,9145.58287425418,"HWF"
"27759","Honduras","HND","AMRO","Lower middle income",2049,17273.9275477564,"HWF"
"27760","Hungary","HUN","EURO","High income",2049,144419.7558375,"HWF"
"27761","Iceland","ISL","EURO","High income",2049,9335.6240561894,"HWF"
"27762","India","IND","SEARO","Lower middle income",2049,3950585.47225343,"HWF"
"27763","Indonesia","IDN","SEARO","Upper middle income",2049,833197.832916989,"HWF"
"27764","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2049,331701.285525084,"HWF"
"27765","Iraq","IRQ","EMRO","Upper middle income",2049,277205.704186151,"HWF"
"27766","Ireland","IRL","EURO","High income",2049,126845.713257872,"HWF"
"27767","Israel","ISR","EURO","High income",2049,205802.582403347,"HWF"
"27768","Italy","ITA","EURO","High income",2049,895693.52964046,"HWF"
"27769","Jamaica","JAM","AMRO","Upper middle income",2049,4081.38146833887,"HWF"
"27770","Japan","JPN","WPRO","High income",2049,2058450.66996769,"HWF"
"27771","Jordan","JOR","EMRO","Lower middle income",2049,114148.316114521,"HWF"
"27772","Kazakhstan","KAZ","EURO","Upper middle income",2049,313682.261394879,"HWF"
"27773","Kenya","KEN","AFRO","Lower middle income",2049,76793.5083252858,"HWF"
"27774","Kiribati","KIR","WPRO","Lower middle income",2049,839.289117443402,"HWF"
"27775","Korea, Republic of","KOR","WPRO","High income",2049,737818.018910171,"HWF"
"27776","Kuwait","KWT","EMRO","High income",2049,55486.7425319323,"HWF"
"27777","Kyrgyzstan","KGZ","EURO","Lower middle income",2049,75295.0871210412,"HWF"
"27778","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2049,12100.1568597686,"HWF"
"27779","Latvia","LVA","EURO","High income",2049,15316.397554932,"HWF"
"27780","Lebanon","LBN","EMRO","Lower middle income",2049,43775.4776711726,"HWF"
"27781","Lesotho","LSO","AFRO","Lower middle income",2049,10284.3318282833,"HWF"
"27782","Liberia","LBR","AFRO","Low income",2049,19959.0352059671,"HWF"
"27783","Libya","LBY","EMRO","Upper middle income",2049,92336.5904664135,"HWF"
"27784","Lithuania","LTU","EURO","High income",2049,41878.8313327897,"HWF"
"27785","Luxembourg","LUX","EURO","High income",2049,13656.1677323492,"HWF"
"27786","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2049,10333.4520741064,"HWF"
"27787","Madagascar","MDG","AFRO","Low income",2049,26995.5140581433,"HWF"
"27788","Malawi","MWI","AFRO","Low income",2049,32779.9605198784,"HWF"
"27789","Malaysia","MYS","WPRO","Upper middle income",2049,253801.670062718,"HWF"
"27790","Maldives","MDV","SEARO","Upper middle income",2049,3690.9856147485,"HWF"
"27791","Mali","MLI","AFRO","Low income",2049,21186.1207123985,"HWF"
"27792","Malta","MLT","EURO","High income",2049,12609.6439778185,"HWF"
"27793","Mauritania","MRT","AFRO","Lower middle income",2049,9478.21902655504,"HWF"
"27794","Mauritius","MUS","AFRO","Upper middle income",2049,6529.15677089732,"HWF"
"27795","Mexico","MEX","AMRO","Upper middle income",2049,711028.176085447,"HWF"
"27796","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2049,426.562110503308,"HWF"
"27797","Moldova, Republic of","MDA","EURO","Upper middle income",2049,26540.430915029,"HWF"
"27798","Mongolia","MNG","WPRO","Lower middle income",2049,38530.7335476692,"HWF"
"27799","Montenegro","MNE","EURO","Upper middle income",2049,3762.56355876771,"HWF"
"27800","Morocco","MAR","EMRO","Lower middle income",2049,53613.1686623029,"HWF"
"27801","Mozambique","MOZ","AFRO","Low income",2049,68781.2862426756,"HWF"
"27802","Myanmar","MMR","SEARO","Lower middle income",2049,72958.0879866365,"HWF"
"27803","Namibia","NAM","AFRO","Upper middle income",2049,15546.2725688928,"HWF"
"27804","Nepal","NPL","SEARO","Lower middle income",2049,137845.745431477,"HWF"
"27805","Netherlands","NLD","EURO","High income",2049,312837.367346401,"HWF"
"27806","New Zealand","NZL","WPRO","High income",2049,98632.99208847,"HWF"
"27807","Nicaragua","NIC","AMRO","Lower middle income",2049,10729.2066048381,"HWF"
"27808","Niger","NER","AFRO","Low income",2049,12437.2286427979,"HWF"
"27809","Nigeria","NGA","AFRO","Lower middle income",2049,602618.445493382,"HWF"
"27810","Norway","NOR","EURO","High income",2049,153531.360770759,"HWF"
"27811","Oman","OMN","EMRO","High income",2049,60974.1752019437,"HWF"
"27812","Pakistan","PAK","EMRO","Lower middle income",2049,646247.611694148,"HWF"
"27813","Panama","PAN","AMRO","High income",2049,32787.6342521252,"HWF"
"27814","Papua New Guinea","PNG","SEARO","Lower middle income",2049,9821.4296644105,"HWF"
"27815","Paraguay","PRY","AMRO","Upper middle income",2049,122374.836810316,"HWF"
"27816","Peru","PER","AMRO","Upper middle income",2049,206708.707130594,"HWF"
"27817","Philippines","PHL","WPRO","Lower middle income",2049,769097.74066548,"HWF"
"27818","Poland","POL","EURO","High income",2049,561017.335760164,"HWF"
"27819","Portugal","PRT","EURO","High income",2049,182465.148837273,"HWF"
"27820","Qatar","QAT","EMRO","High income",2049,65715.4555477561,"HWF"
"27821","Romania","ROU","EURO","High income",2049,261250.805635929,"HWF"
"27822","Russian Federation","RUS","EURO","Upper middle income",2049,1458622.07490292,"HWF"
"27823","Rwanda","RWA","AFRO","Low income",2049,24961.7483114538,"HWF"
"27824","Saint Lucia","LCA","AMRO","Upper middle income",2049,680.17925961873,"HWF"
"27825","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2049,858.470551199612,"HWF"
"27826","Samoa","WSM","WPRO","Lower middle income",2049,830.572838967163,"HWF"
"27827","Sao Tome And Principe","STP","AFRO","Lower middle income",2049,910.45666014393,"HWF"
"27828","Saudi Arabia","SAU","EMRO","High income",2049,728998.578840703,"HWF"
"27829","Senegal","SEN","AFRO","Lower middle income",2049,13710.2490420806,"HWF"
"27830","Serbia","SRB","EURO","Upper middle income",2049,72351.6834022173,"HWF"
"27831","Seychelles","SYC","AFRO","High income",2049,2110.34700026583,"HWF"
"27832","Sierra Leone","SLE","AFRO","Low income",2049,4525.49949969016,"HWF"
"27833","Singapore","SGP","WPRO","High income",2049,83565.3150532785,"HWF"
"27834","Slovakia","SVK","EURO","High income",2049,86320.8414441544,"HWF"
"27835","Slovenia","SVN","EURO","High income",2049,32134.8344430346,"HWF"
"27836","Solomon Islands","SLB","WPRO","Lower middle income",2049,3350.60820032133,"HWF"
"27837","Somalia","SOM","EMRO","Low income",2049,7722.539097392,"HWF"
"27838","South Africa","ZAF","AFRO","Upper middle income",2049,325506.072563109,"HWF"
"27839","South Sudan","SSD","AFRO","Low income",2049,16988.6694777853,"HWF"
"27840","Spain","ESP","EURO","High income",2049,782236.540049605,"HWF"
"27841","Sri Lanka","LKA","SEARO","Lower middle income",2049,96386.1149417999,"HWF"
"27842","Sudan","SDN","EMRO","Low income",2049,155330.461732449,"HWF"
"27843","Suriname","SUR","AMRO","Upper middle income",2049,2230.14644997973,"HWF"
"27844","Sweden","SWE","EURO","High income",2049,361444.226491228,"HWF"
